deficiency_code,PortId,VesselGroup,age,deficiency_finding,description_overview,immediate_causes,root_cause_analysis,corrective_action,preventive_action,detainable_deficiency,adjusted_severity
18313,2371,General Cargo,12.251882272416154,The air-conditioning room was found to have chemicals in it.,The engine room of the vessel has been meticulously maintained and is currently in good working condition.,The muster list was updated.,Storage of spare chemicals is improper.,The air room will be thoroughly cleaned.,The A/C room should not be used as storage for chemicals.,No,2
2111,2174,Chemical,10.4476386036961,"There are beams, frames, and floors.",Some of the cat-walks on the main deck and forward deck are broken.,The cam pin of the release system had an identification mark on it.,progressive replacement is required for wear and tear.,The worst affected areas are prioritized and included in the vessel's maintenance plan which is monitored with engagement of a specialized professional third party company for the upgrade of the vessel cosmetic condition.,Continue with the planned and currently ongoing upgrade of the deck in accordance with the maintenance plan prepared in co-operation between the crew and responsible superintendent and governed in the company reporting system in order to ensure that the gratings remain safe for access at all times.,No,2
1320,2425,Dry Bulk,11.991786447638605,The Garbage record book hasn't been signed by the master.,BWM appendix II does not include the records of ballast.,Failure to follow instructions.,The Chief Officer missed to sign the entries in the Garbage Record Book.,The Master and Chief Officer are about to sign the Garbage record book.,All entries in the Garbage Record book and log books have to be signed by the master.,No,2
4113,838,Dry Bulk,12.900752908966462,There will be audible and visual alarms in each cargo hold.,There is an oil leak from a cylinder in a cargo hold.,There are human factors.,The cargo operation was in progress.,The cargo hold was looked at from the main deck and no abnormality was noted.,"An on-board discussion led by master and CO regarding attending to bilge alarms, cargo hold water ingress and cause of alarm must be investigated.",No,2
4103,2135,Dry Bulk,12.947296372347708,There isn't an emergency light for the free fall launch area.,There are adequate guidelines incorporated in the safety manual and the abandoned ship drills.,"Bulk carrier was stated in the ship's classification certificate, along with other cargo ships.",Installation wasn't done on the ship's design and drawing.,The emergency light was installed on the poop handrail.,Master and Chief Officer will supervise the duty persons.,No,2
10126,1439,Dry Bulk,15.3347022587269,Not required: record of drills and steering tests.,The emergency steering drill procedure was not followed.,Lack of training is one of the human factors.,Insufficient training repetition is one of the factors.,An emergency steering drill was performed with the crew using both methods.,"Instructions for the operation in emergency are posted on the bridge and steering gear room, and communication between the bridge and steering gear room is established.",No,2
18418,2327,Dry Bulk,9.325119780971937,"Common crew shower all curtains wasted, Common crew toilet with chemicals stored in facility, and Common crew shower head disconnected.","The engine room has a shower, wash basin and toilet.","After the inspection, a telecom was conducted with the Master, but he did not present the available certificate from the ship management software.",The PSC officer found that there were some basic and underlying causes.,The deficiency was closed by the PSC officer.,The deficiency was reported to all fleet vessels.,No,1
6102,3083,Dry Bulk,13.02943189596167,The Captain and Chief Officer were not familiar with the procedures.,The P&S rubber seals partially perished.,Minor damages to Tank Dome seals were noted during the inspection.,Failure to follow procedures and lack of proper familiarization is the cause of this deficiency.,"Every 8 hours, a thorough monitoring is required to ensure early detection of harmful leaking gas.",All vessels with guidelines for  fumigation will receive a fleet letter.,No,3
11101,1036,Dry Bulk,19.08008213552361,There is exhaust gas leaking into the cabin.,There is exhaust gas leaking into the cabin.,The officer in charge failed to inspect the exhaust gas pipe.,The crew didn't check the engine exhaust gas pipe in the lifeboat because of Marker's manual.,"After repairing exhaust gas pipe, engines in lifeboat are tested and no leaks are found.",All equipment should be inspected by an experienced engineer.,No,3
99101,1134,Dry Bulk,21.579739904175224,"In case of fire, the doors are locked from inside.","The security gratings on A deck were secured with a padlock, preventing immediate access or escape in case of emergency.",Incorrect equipment handling and operating.,The security of the ship and neglected emergency needs were only considered by the crew.,It is possible to open the locks from inside and outside.,"When there is a conflict between safety and security, enhance the safety awareness of crew members and prioritize safety.",No,2
